"number","name","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","useful","notUseful","totalInBox"
"0024","សាលារៀនភូមិពោធិ៍ទាប","13","3","2","168","","","","18","20","7","6","237","14","251"
"0025","សាលាឆទានភូមិប្រើសក្អក","12","8","7","136","","","","10","30","6","2","211","11","222"
"0026","សាលារៀនភូមិបុស្ស","34","9","8","172","","","","44","35","1","3","306","5","311"
"0027","វត្ដកំពង់ស្រឡៅ","25","13","5","279","","","","37","86","1","4","450","18","468"
"0146","វត្ដកំពង់ស្រឡៅ","7","2","3","70","","","","6","24","2","3","117","7","124"
"0028","សាលារៀនភូមិខាំកើត","4","14","2","139","","","","28","41","0","6","234","61","295"
"0029","សាលារៀនភូមិកំពង់ព្រះឥន","23","14","4","298","","","","22","5","0","4","370","32","402"
"0030","ភូមិកំពង់ក្រសាំង","9","4","1","93","","","","1","2","0","0","110","4","114"
"0031","បឋមសិក្សាគោកស្រឡៅ","23","13","5","360","","","","30","73","1","11","516","24","540"
"0147","បឋមសិក្សាគោកស្រឡៅ","5","4","4","170","","","","17","25","2","5","232","7","239"
"0032","សាលារៀនជាំក្សាន","9","2","2","191","","","","9","17","0","0","230","3","233"
"0121","សាលារៀនជាំក្សាន","5","2","1","163","","","","16","30","0","1","218","7","225"
"0033","ផ្ទះមុខសាលាស្រុក","12","5","8","296","","","","25","53","0","2","401","8","409"
"0148","ផ្ទះមុខសាលាស្រុក","13","1","2","305","","","","16","48","1","4","390","5","395"
"0034","សាលារៀនទឹកក្រហម","33","8","8","287","","","","10","48","2","4","400","24","424"
"0134","សាលារៀនទឹកក្រហម","28","2","6","219","","","","20","49","1","3","328","20","348"
"0035","សាលារៀនវត្ដទួលសណ្ដែក","25","11","10","267","","","","16","74","1","6","410","19","429"
"0122","ភូមិរបុញ","2","0","0","140","","","","2","9","0","0","153","15","168"
"0123","សាលារៀន ត្ម ាតបើុយ","31","10","5","293","","","","16","58","6","4","423","15","438"
"0036","បឋមសិក្សា ក្រឡាពាស","14","8","7","288","","","","6","16","4","2","345","83","428"
"0037","វត្ដទួលពពូល","14","10","11","399","","","","14","31","2","10","491","13","504"
"0149","វត្ដទួលពពូល","6","1","4","247","","","","2","10","0","6","276","8","284"
"0038","សាលារៀនរំដោះស្រែ","10","2","6","317","","","","3","23","1","6","368","6","374"
"0039","សាលារៀនរំដោះស្រែ","10","4","4","312","","","","2","20","1","3","356","13","369"
"0040","សាលារៀន ភូមិកោងយោង","25","5","8","476","","","","2","21","1","4","542","14","556"
"0041","ភូមិ អន្ទិល","14","7","5","140","","","","6","26","2","3","203","16","219"
"0135","ភូមិ ជាំស្រែ","24","9","8","251","","","","3","39","1","10","345","42","387"
"0042","ភូមិ កន្ទួត","21","8","2","336","","","","11","36","1","5","420","20","440"
"0155","ភូមិ កន្ទួត","4","2","1","186","","","","5","23","1","3","225","14","239"
"0136","សាលាឆទានស្រអែម","15","6","7","274","","","","5","40","0","5","352","23","375"
"0137","គ១ នៅជើងភ្នំប្រាសាទព្រះវិហារ","5","1","0","186","","","","4","14","1","0","211","6","217"
"0156","គ១ នៅជើងភ្នំប្រាសាទព្រះវិហារ","7","1","0","241","","","","2","20","0","5","276","6","282"
"0043","សាលាឆទានភូមិក្របៅ","11","9","8","316","","","","15","35","1","8","403","26","429"
"0044","សាលាភូមិគលែនត្បូង","20","4","7","261","","","","12","58","1","3","366","15","381"
"0045","សាលាឃុំគូលែនត្បូង","37","11","5","288","","","","30","64","1","15","451","18","469"
"0046","វត្ដគូលែន","14","4","4","298","","","","11","35","2","4","372","39","411"
"0138","វត្ដគូលែន","15","3","3","250","","","","16","39","2","12","340","26","366"
"0047","សាលាឆទានភូមិព្យួរជ្រូក","34","6","10","333","","","","10","38","9","14","454","48","502"
"0048","វត្ដថ្នល់បែក","43","4","3","144","","","","8","77","2","12","293","15","308"
"0153","វត្ដថ្នល់បែក","18","2","1","107","","","","7","58","1","7","201","4","205"
"0150","សាលារៀនស្ទឹងសែនមនោរម្យ","0","0","1","105","","","","5","11","0","3","125","26","151"
"0049","សាលាឆទានភូមិពង្រ","42","6","9","176","","","","39","29","5","12","318","25","343"
"0050","សាលាឆទានភូមិស្របាល","21","5","7","308","","","","13","39","1","6","400","25","425"
"0052","វត្ដភូមិបុស្ស","25","11","11","330","","","","27","30","1","11","446","25","471"
"0051","សាលារៀនភូមិបុស្ស","15","7","7","249","","","","24","24","3","1","330","27","357"
"0053","សាលាឆទាន ភូមិបរិបូរណ","11","5","3","159","","","","16","94","2","2","292","65","357"
"0124","សាលាឆទាន ភូមិឈូក","25","3","5","301","","","","6","131","5","7","483","26","509"
"0054","សាលាភូមិក្ដាក","34","5","8","177","","","","32","109","4","8","377","45","422"
"0055","សាលារៀន ភូមិស្រយង","36","16","9","150","","","","15","80","1","10","317","18","335"
"0139","សាលារៀន ភូមិស្រយង","4","2","2","96","","","","6","75","1","8","194","2","196"
"0163","សាលារៀន ភូមិស្រយង","12","7","3","64","","","","7","43","1","4","141","46","187"
"0126","ភូមិ រំចេក","14","3","3","87","","","","4","56","1","7","175","15","190"
"0162","ភូមិ រំចេក","13","3","4","64","","","","9","66","1","6","166","44","210"
"0125","ភូមិម្រេច, ភូមិសំបូរ និងភូមិព្រៃវែង","8","4","13","31","","","","6","13","2","0","77","68","145"
"0056","សាលាឆទានភូមិបឹង","15","9","6","189","","","","20","40","2","1","282","15","297"
"0057","វត្ដរវៀង","14","5","4","184","","","","36","71","1","9","324","6","330"
