"number","name","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","useful","notUseful","totalInBox"
"0056","សាលារៀននាងកុក","15","1","2","183","","","","19","42","0","1","263","8","271"
"0165","សាលារៀននាងកុក","13","2","0","128","","","","9","37","0","1","190","0","190"
"0133","សាលារៀនចាំយាម","9","3","1","178","","","","10","59","2","4","266","0","266"
"0146","អាគារទំនាក់ទំនងនេសាទ","13","1","1","153","","","","1","36","0","7","212","3","215"
"0170","អាគារទំនាក់ទំនងនេសាទ","0","0","0","62","","","","0","19","0","0","81","5","86"
"0057","ផ្ទ ះយាយអ៊ ួ ន","17","1","0","168","","","","2","37","0","5","230","3","233"
"0134","ផ្ទះលោក សៀង កៅ","4","0","1","111","","","","4","20","1","2","143","0","143"
"0058","សេរីសោភ័ណ","21","4","0","180","","","","2","45","1","3","256","2","258"
"0059","ខារ៉ាអូខេចាស","6","1","2","60","","","","1","19","1","1","91","3","94"
"0060","សាលាឆាន់ (វត្ដចាស់)","5","0","0","118","","","","4","18","0","4","149","12","161"
"0135","ផ្សារថ","8","1","2","95","","","","3","30","1","7","147","3","150"
"0061","មណ្ឌលសុខភាពស្រុក","11","1","1","148","","","","3","17","0","9","190","1","191"
"0136","ផ្សារចាស","3","0","0","42","","","","0","5","0","4","54","0","54"
"0062","សាលារៀន បឹងកាយ៉ាក","20","2","2","267","","","","2","34","0","3","330","9","339"
"0157","ផ្ទះចាស់ ជុតទិត","11","2","0","87","","","","0","18","0","0","118","1","119"
"0063","វត្ដទួលគគីរ","40","11","9","308","","","","15","31","2","4","420","28","448"
"0064","ផ្ទះលោក ជា លួន","5","1","1","102","","","","7","21","0","2","139","4","143"
"0065","ផ្ទះហេង ចាន់ន","2","1","1","101","","","","6","26","1","2","140","4","144"
"0066","ផ្ទះ ឃុន លីសេង","14","3","4","120","","","","4","60","2","13","220","4","224"
"0067","វត្ដសាលាម្នាង","14","1","1","225","","","","3","21","0","1","266","11","277"
"0068","សាលាបឹងព្រាវ(បន្ទប់ខាងកើត)","18","4","5","205","","","","5","47","0","2","286","12","298"
"0137","សាលាបឹងព្រាវ(បន្ទប់ខាងកើត)","11","4","3","200","","","","7","26","1","3","255","11","266"
"0069","សាលារៀនជ្រោយ","14","7","10","445","","","","3","10","1","4","494","11","505"
"0138","សាលារៀនសាលាម្នាង","20","1","5","248","","","","6","35","1","5","321","9","330"
