"province_kh_name","province_en_name","district_kh_name","district_en_name","commune_kh_name","commune_en_name","station_number","station_name","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","useful_votes","non_useful_votes","total_in_box"
"ស្ទឹងត្រែង","Stung Treng","ថាឡាបារីវ៉ាត់","Thala Barivat","ព្រះរំកិល","Preah Romkel","0079","សាលារៀនព្រះរំកិល","16","5","8","200","","","","5","44","1","5","284","20","304"
"ស្ទឹងត្រែង","Stung Treng","ថាឡាបារីវ៉ាត់","Thala Barivat","ព្រះរំកិល","Preah Romkel","0080","ផ្ទះអ្នកស្រី ថង ប៉ន","34","3","6","243","","","","23","36","2","10","357","28","385"
"ស្ទឹងត្រែង","Stung Treng","ថាឡាបារីវ៉ាត់","Thala Barivat","ព្រះរំកិល","Preah Romkel","0081","វត្ដកោះឈើទាលតូច","8","7","5","115","","","","3","22","0","2","162","11","173"
"ស្ទឹងត្រែង","Stung Treng","ថាឡាបារីវ៉ាត់","Thala Barivat","ព្រះរំកិល","Preah Romkel","0082","វត្ដកោះឈើទាលធំ","10","3","3","120","","","","3","27","3","1","170","14","184"
"ស្ទឹងត្រែង","Stung Treng","ថាឡាបារីវ៉ាត់","Thala Barivat","សំអាង","Som Ang","0083","សាលារៀនសំអាង","36","5","9","391","","","","5","55","2","12","515","15","530"
"ស្ទឹងត្រែង","Stung Treng","ថាឡាបារីវ៉ាត់","Thala Barivat","ស្រែឫស្សី","Srae Russei","0084","សាលាបឋមស្រែឫស្សី","19","3","4","283","","","","7","18","3","2","339","107","446"
"ស្ទឹងត្រែង","Stung Treng","ថាឡាបារីវ៉ាត់","Thala Barivat","ថាឡាបរិវ៉ាត់","Thala Borivat","0085","វត្ដឧទិ្ទស្សារាម","18","2","0","293","","","","23","27","3","7","373","8","381"
"ស្ទឹងត្រែង","Stung Treng","ថាឡាបារីវ៉ាត់","Thala Barivat","ថាឡាបរិវ៉ាត់","Thala Borivat","0107","វត្ដឧទិ្ទស្សារាម","2","0","0","80","","","","5","7","0","1","95","2","97"
"ស្ទឹងត្រែង","Stung Treng","ថាឡាបារីវ៉ាត់","Thala Barivat","ថាឡាបរិវ៉ាត់","Thala Borivat","0086","សាលារៀនវាលខ្សាច់","30","3","1","211","","","","1","3","0","0","249","10","259"
"ស្ទឹងត្រែង","Stung Treng","ថាឡាបារីវ៉ាត់","Thala Barivat","ថាឡាបរិវ៉ាត់","Thala Borivat","0087","សាលារៀនកាំងតេជោ","15","0","0","211","","","","3","24","0","2","255","9","264"
"ស្ទឹងត្រែង","Stung Treng","ថាឡាបារីវ៉ាត់","Thala Barivat","ថាឡាបរិវ៉ាត់","Thala Borivat","0088","សាលារៀនអូរត្រែល","31","2","5","355","","","","3","42","1","6","445","8","453"
